ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|d3558b277e6ef83e037c74890f9f1f94|2025-04-28|16:24:35|1745850275|food_dining|577.23|0|fraud_Abernathy and Sons|34.910631|-81.322045
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|5ff8b4b2b4bf92260476cf932ac0ed67|2025-03-31|15:33:39|1743428019|misc_pos|4.51|0|fraud_Simonis-Prohaska|35.986327|-81.040588
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|b78de5a8955ae00c19705fbdb16464f2|2025-04-16|17:54:59|1744818899|shopping_pos|59.77|0|fraud_Beier-Hyatt|36.394385|-79.946529
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|231934413c9cee7e896ed8af2b513e0e|2025-03-29|19:20:09|1743272409|misc_pos|7.40|0|fraud_Monahan, Bogisich and Ledner|35.628470|-80.672899
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|565cbdead7478ea1970f3c296ab22fed|2025-04-10|19:31:36|1744306296|shopping_net|5.88|0|fraud_Volkman-Predovic|34.850298|-79.517559
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|c2d3510d39aa0789f791ee1ed7584fa0|2025-04-18|17:08:37|1744988917|shopping_pos|7.89|0|fraud_Pacocha-Bauch|36.120949|-80.018315
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|a25f9de20a9ee347e565d187fb412b97|2025-04-29|22:22:14|1745958134|food_dining|6.90|0|fraud_Kilback LLC|35.325333|-81.185181
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|9b0e554ddbb1c924227858304f8c3c76|2025-05-05|14:24:20|1746447860|health_fitness|17.90|0|fraud_Waters-Cruickshank|35.128175|-80.823261
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|c5e249233b256d8ef0c1079716d098c1|2025-04-22|23:52:48|1745358768|entertainment|6.66|0|fraud_Effertz LLC|36.428602|-80.573951
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|558d19cf863b04c4bb19de4aa3d35052|2025-03-31|20:11:49|1743444709|misc_pos|2.29|0|fraud_Keeling-Crist|36.252577|-81.255498
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|53a3739e24e02b4bff6d02ac45f247de|2025-04-20|18:38:29|1745167109|entertainment|3336.18|0|fraud_Larkin, Stracke and Greenfelder|35.514123|-79.918100
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|73eecf570e9754ec7b35d55cc069c2d5|2025-04-17|20:47:13|1744915633|shopping_pos|4.62|0|fraud_Jast-McDermott|34.585651|-80.656076
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|9b8213dbbdeff685065379f7399b554c|2025-05-01|12:24:26|1746095066|food_dining|6.50|0|fraud_Kutch, Steuber and Gerhold|35.593821|-79.770402
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|03fcc151c45fc20f0c76f917c5c9dbbb|2025-04-23|17:27:05|1745422025|entertainment|5.55|0|fraud_Brown-Greenholt|36.142647|-80.205627
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|0bb89a887dd097933f6b10ef2dada936|2025-04-16|22:16:40|1744834600|shopping_pos|59.95|0|fraud_Swaniawski, Lowe and Robel|36.548900|-81.145046
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|1b9da7a1a7d659e644f98c7e97812340|2025-05-21|14:48:38|1747831718|kids_pets|2.20|0|fraud_Rau-Grant|36.133058|-79.477201
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|ac9e3d55a0a449e7dc7307c73216585f|2025-04-26|21:52:29|1745697149|food_dining|1.92|0|fraud_Bahringer, Osinski and Block|35.211175|-79.654483
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|d56bf65c1c4585dfccd8de29a3c0ee20|2025-05-21|18:22:25|1747844545|kids_pets|8.99|0|fraud_Weber, Thiel and Hammes|35.922407|-80.577644
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|412e12aa89a2266fdcaa9c4f8e994ff9|2025-04-12|12:47:00|1744454820|shopping_pos|1072.14|0|fraud_Pagac LLC|36.312228|-79.994057
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|aba29e6eb7574a6229d723ea85a071e2|2025-04-30|21:10:01|1746040201|food_dining|3.91|0|fraud_Runte-Mohr|35.787808|-80.398392
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|9906a4bb0ec8743ac40b1c11a3f39266|2025-04-13|14:12:00|1744546320|shopping_pos|8.36|0|fraud_Friesen Inc|35.470919|-80.841296
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|c709b6372403380ed707c7bb3b6b57a7|2025-05-25|20:02:09|1748196129|personal_care|5.41|0|fraud_Zemlak, Tillman and Cremin|35.747134|-80.038472
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|2c29981c7f026dd54dd15fa1371c3a8d|2025-04-20|12:27:24|1745144844|entertainment|130.34|0|fraud_Spencer PLC|36.310653|-81.200546
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|c03725d28e2ee955f203186a97c891f6|2025-04-15|16:08:37|1744726117|shopping_pos|4.43|0|fraud_Morissette PLC|35.390030|-81.093712
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|a214a7ee642078bb08a46bada19ef50e|2025-05-17|12:13:15|1747476795|home|9.56|0|fraud_Terry Ltd|35.090170|-79.454892
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|17431f44c069c48abd453fd29628e585|2025-04-05|14:09:09|1743854949|shopping_net|8.11|0|fraud_Rempel Inc|36.050493|-80.803705
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|15a3688ab717c91f20b3e877e0ab0803|2025-03-31|16:00:42|1743429642|misc_pos|4.50|0|fraud_Balistreri-Nader|36.248086|-80.563200
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|b152020af16afd5132a17b850c916e51|2025-04-13|22:37:14|1744576634|shopping_pos|9.83|0|fraud_Douglas, Schneider and Turner|35.435263|-81.204207
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|9339a2e293bc56c33f5386d993a8d7f3|2025-04-10|23:47:51|1744321671|shopping_net|1.48|0|fraud_Langworth, Boehm and Gulgowski|35.740169|-80.538330
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|63da63ff62335f56b97be29033d0b934|2025-05-15|19:09:16|1747328956|home|1.87|0|fraud_Stark-Koss|35.943286|-80.699099
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|c2071d4b4492003a14980c6fa39986fc|2025-04-19|14:22:24|1745065344|entertainment|1.70|0|fraud_Upton PLC|36.323939|-79.883446
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|443ee2a1b83e18d602fadfd979fb82a0|2025-05-06|21:42:15|1746560535|health_fitness|5.83|0|fraud_Schroeder Group|34.589648|-80.896940
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|b619cc2b7e651937c0728f43170f8552|2025-04-12|16:44:42|1744469082|shopping_pos|5.96|0|fraud_Sawayn PLC|35.095584|-81.320251
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|82ee981771f05991f197afb6357f3709|2025-04-01|23:31:31|1743543091|misc_pos|6.50|0|fraud_Cremin, Hamill and Reichel|35.150895|-81.146326
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|80494e989d20efec6e1ff303bc34f00c|2025-05-29|22:21:36|1748550096|travel|4.13|0|fraud_Kovacek Ltd|35.707941|-80.792319
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|9b36416c84314ddbe9fd914fbbcd5f7d|2025-03-30|16:15:41|1743344141|misc_pos|5.25|0|fraud_Herman Inc|35.830173|-81.174421
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|a18192513436c66b482e3e7f6d982e7c|2025-04-04|21:58:37|1743796717|misc_pos|13.29|0|fraud_Kemmer-Buckridge|36.358699|-81.307423
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|38410e552c75080125bf08e724433a84|2025-04-21|21:11:45|1745262705|entertainment|13.73|0|fraud_Larkin, Stracke and Greenfelder|35.770718|-80.880340
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|21f0184d3067360eb5f6d772430cbd0a|2025-05-02|14:29:30|1746188970|food_dining|2.36|0|fraud_McCullough, Hudson and Schuster|35.534253|-79.944057
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|4f31a2ed7ff2db1e426ef43bf93c75d0|2025-05-09|14:58:07|1746795487|home|5.69|0|fraud_Berge-Ullrich|36.347420|-79.791570
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|75fbf8c32cc02859b4bc92592ceba540|2025-05-08|23:43:10|1746740590|health_fitness|95.36|0|fraud_Shields-Wunsch|34.816908|-79.705025
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|3e477ffaefef6dc0700b4be9dc51b6c8|2025-03-30|14:09:33|1743336573|misc_pos|252.09|0|fraud_Balistreri-Nader|35.969971|-81.117020
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|895db8762938197c32466e3cc5f58d61|2025-05-28|13:43:20|1748432600|personal_care|89.07|0|fraud_Walter, Hettinger and Kessler|36.168653|-81.164911
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|c3f08a14dfb7239d00829d4bb873fd22|2025-05-15|23:01:59|1747342919|home|40.04|0|fraud_Lynch-Wisozk|35.414724|-80.701907
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|184ea325c8602753a0ec2c5001837146|2025-05-28|20:17:53|1748456273|personal_care|167.03|0|fraud_Roberts, Ryan and Smith|34.550555|-79.467992
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|afdc718358abbf5e7df18081f57c4864|2025-04-10|21:04:31|1744311871|shopping_net|8.71|0|fraud_Stamm-Witting|36.088771|-80.815023
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|d484235bd615d52569a89232b31c52e3|2025-04-29|15:56:41|1745935001|food_dining|38.33|0|fraud_Konopelski, Schneider and Hartmann|34.923938|-81.211299
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|243a8ba049a3cb10ab20393b0392a538|2025-05-08|21:47:23|1746733643|health_fitness|13.76|0|fraud_Mueller, Gerhold and Mueller|34.770578|-80.120118
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|06ff077bbf6dc826763430a13ddbb9bf|2025-04-04|19:48:56|1743788936|misc_pos|18.94|0|fraud_Thiel PLC|35.941778|-80.768975
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|48afe414810b6384cf9bb5890d439589|2025-05-03|13:20:43|1746271243|health_fitness|72.69|0|fraud_Jacobi Inc|35.183814|-80.494674
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|c217af8c423c8c4f5873705687b8181b|2025-04-19|20:13:49|1745086429|entertainment|6.75|0|fraud_Stark-Batz|36.404465|-80.678506
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|b712ce099fbbedf4fe75cd24d2fcbb8f|2025-05-05|19:18:42|1746465522|health_fitness|16.05|0|fraud_Swaniawski, Nitzsche and Welch|35.811130|-80.030800
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|5553f2cfb7ef2fe6a242227d36711a57|2025-04-04|12:56:46|1743764206|misc_pos|2.48|0|fraud_Howe Ltd|35.863438|-81.388303
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|0fc907bcef7d0b32625655039173758b|2025-03-29|15:53:24|1743260004|misc_pos|9.93|0|fraud_Thiel PLC|34.829084|-80.295086
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|41652b11b21e2a8113a89fca345bdf6a|2025-04-21|22:28:47|1745267327|entertainment|1.86|0|fraud_Effertz LLC|35.145922|-80.242083
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|9f3e051ca7a82412787c66527f477ab3|2025-05-10|16:31:57|1746887517|home|32.04|0|fraud_Bahringer, Bergnaum and Quitzon|34.760085|-79.561632
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|342ee257388aba0676383176cedcdae2|2025-05-19|20:39:50|1747679990|kids_pets|49.37|0|fraud_Pouros, Walker and Spencer|34.833560|-80.048639
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|224a13ceff622c6d21bb4409ae1cf9fb|2025-04-09|19:29:11|1744219751|shopping_net|5.20|0|fraud_Zboncak, Rowe and Murazik|35.468257|-81.208030
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|5e665b7cf76ba0c0ba33ab7485a563ef|2025-05-27|18:23:56|1748363036|personal_care|72.32|0|fraud_Auer LLC|34.906537|-79.899716
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|361728cbc1cc85aeb325fca4572b1d21|2025-04-13|17:06:59|1744556819|shopping_pos|38.68|0|fraud_Turner and Sons|35.168323|-80.417578
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|df7318f476b415e2e98b56579869b064|2025-04-01|20:55:11|1743533711|misc_pos|33.59|0|fraud_Herzog Ltd|36.423122|-79.696924
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|821111a840248ad22ffd8f4f5b11cc22|2025-05-16|21:25:17|1747423517|home|69.55|0|fraud_O'Connell, Botsford and Hand|36.130969|-79.693544
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|d1c9c15a8a2117b77b5937244bf9d388|2025-04-27|18:37:16|1745771836|food_dining|31.30|0|fraud_Bahringer-Streich|36.339161|-80.317190
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|197422cd97f96873aaf113ff03b4a9c9|2025-05-15|20:26:16|1747333576|home|242.48|0|fraud_Medhurst Inc|35.498571|-80.554020
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|e17cc2c3474a38f4c56a390b9b298ae6|2025-05-25|18:45:36|1748191536|personal_care|17.31|0|fraud_Sporer-Keebler|36.062303|-79.471923
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|a23a2227e637cd894846fb836e4dc359|2025-05-24|22:31:02|1748118662|kids_pets|52.00|0|fraud_Rau-Robel|34.749394|-80.168826
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|de30cd8d4f51833d5b2a8a60fb63b96e|2025-04-26|17:53:56|1745682836|food_dining|38.16|0|fraud_Kihn-Schuster|35.459517|-80.986660
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|f9dced9d0ea4eaa3043b08c0298b0f02|2025-03-29|15:52:36|1743259956|misc_pos|177.25|0|fraud_Yost, Block and Koepp|36.409844|-80.589340
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|d450a5a0ce7dc302fab73499638d00bd|2025-05-28|23:01:16|1748466076|personal_care|96.31|0|fraud_Medhurst, Cartwright and Ebert|35.913121|-81.414579
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|2480209e40dd2f21f50c42de186af45e|2025-04-27|14:07:06|1745755626|food_dining|24.87|0|fraud_Zboncak LLC|35.789466|-79.990746
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|33e348d72a40f3bcbe2ad3615f3653eb|2025-05-03|19:06:34|1746291994|health_fitness|21.32|0|fraud_Klocko, Runolfsdottir and Breitenberg|36.060089|-79.985016
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|fb0f2f77a437e9550e1707e6ada9e0ff|2025-04-06|21:50:22|1743969022|shopping_net|38.83|0|fraud_Price Inc|35.930025|-81.258003
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|838038531f561322433c9c4c7403c864|2025-04-19|16:13:09|1745071989|entertainment|33.87|0|fraud_Donnelly LLC|35.087294|-79.427560
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|6a25153da9a48bba29bf9afb9a9ffda0|2025-05-13|17:31:37|1747150297|home|59.53|0|fraud_Altenwerth-Kilback|34.851299|-79.804893
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|a4d5f5e6ad0f008f87c0c6206d4ed9ae|2025-05-11|20:42:27|1746988947|home|29.57|0|fraud_Stark-Koss|34.858814|-81.288205
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|0b701a77a5c89a5e815dfe894d4e047a|2025-05-11|17:30:29|1746977429|home|24.61|0|fraud_Gulgowski LLC|36.015348|-80.782329
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|6d62f538fe4a12d43913a0ebe8452632|2025-04-11|15:06:13|1744376773|shopping_pos|37.50|0|fraud_Friesen Inc|35.055371|-80.645393
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|e62333bf9b81ac366aa0a9b8f016dff3|2025-05-02|15:07:40|1746191260|food_dining|88.93|0|fraud_Lakin, Ferry and Beatty|36.496133|-80.802137
